2113;2014SP;186w;;Dropped;11/27/2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000;NULL;0
2114;2014SP;186w;;Dropped;12/05/2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000;NULL;0
2115;2014SP;186w;;Withdrawn;01/02/2014;100.00;20.00;0;0;0;0;0;0;0;0;0;0;0;0;0;100.00;0;75.00;0;0;0;0;0;0;0;0;0;0;0;0;5.900;NULL;05.90
2116;2014SP;186w;;Dropped;01/13/2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000;NULL;0
2117;2014SP;186w;;;11/18/2013;100.00;90.00;100.00;100.00;100.00;100.00;100.00;80.00;100.00;80.00;0;0;0;0;0;85.00;80.00;85.00;0;90.00;70.00;85.00;55.00;60.00;75.00;0;0;0;0;0;38.200;NULL;43.70
2118;2014SP;186w;;Dropped;12/06/2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000;NULL;0
2119;2014SP;186w;FED;Dropped;11/19/2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000;NULL;0
2120;2014SP;186w;;Withdrawn;01/13/2014;100.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.00;15.00;0;0;0;0;0;0;0;0;0;0;0;0;2.700;NULL;02.70
2121;2014SP;186w;;Dropped;12/04/2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000;NULL;0
2122;2014SP;186w;;;12/18/2013;100.00;95.00;5.00;100.00;100.00;100.00;99.00;90.00;100.00;100.00;0;0;0;0;0;85.00;95.00;95.00;90.00;85.00;75.00;95.00;85.00;95.00;90.00;100.00;0;0;0;0;40.560;NULL;49.36
2123;2014SP;190w;;Withdrawn;11/21/2013;100.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100.00;85.00;0;0;0;0;0;0;0;0;0;0;0;0;0;5.700;NULL;05.70
2124;2014SP;190w;;;12/30/2013;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;90.00;0;0;0;0;0;85.00;80.00;95.00;95.00;90.00;75.00;95.00;60.00;75.00;80.00;0;0;0;0;0;42.000;NULL;48.10
2125;2014SP;190w;FED;Withdrawn;11/26/2013;100.00;50.00;0;0;0;0;0;0;0;0;0;0;0;0;0;55.00;40.00;0;0;0;0;0;0;0;0;0;0;0;0;0;4.900;NULL;04.90
2126;2014SP;190w;FED;;11/18/2013;100.00;100.00;65.00;100.00;100.00;100.00;100.00;95.00;95.00;90.00;0;0;0;0;0;75.00;85.00;75.00;95.00;100.00;85.00;80.00;80.00;80.00;90.00;0;0;0;0;0;41.000;NULL;47.30
2127;2014SP;190w;FED;Withdrawn;12/05/2013;100.00;75.00;0;0;0;0;0;0;0;0;0;0;0;0;0;100.00;75.00;75.00;0;0;0;0;0;0;0;0;0;0;0;0;8.500;NULL;08.50
2128;2014SP;190w;;;01/06/2014;100.00;100.00;100.00;100.00;100.00;95.00;100.00;80.00;0;100.00;0;0;0;0;0;95.00;100.00;95.00;100.00;100.00;95.00;100.00;100.00;95.00;100.00;100.00;0;0;0;0;41.650;NULL;48.65
2129;2014SP;190w;FED;;11/18/2013;100.00;99.00;95.00;80.00;90.00;95.00;90.00;95.00;90.00;100.00;0;0;0;0;0;95.00;90.00;95.00;100.00;75.00;80.00;80.00;95.00;85.00;100.00;75.00;0;0;0;0;40.730;NULL;49.23
2130;2014SP;190w;FED;Withdrawn;01/21/2014;100.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.000;NULL;02.00
2131;2014SP;190w;;;12/16/2013;100.00;99.00;100.00;100.00;100.00;100.00;100.00;95.00;100.00;100.00;0;0;0;0;0;95.00;100.00;95.00;95.00;95.00;95.00;100.00;95.00;90.00;95.00;0;0;0;0;0;45.880;NULL;50.88
2132;2014SP;190w;;Withdrawn;12/26/2013;100.00;50.00;0;0;0;0;0;0;0;0;0;0;0;0;0;75.00;65.00;0;0;0;0;0;0;0;0;0;0;0;0;0;5.800;NULL;05.80
2133;2014SP;190w;;;12/04/2013;100.00;100.00;90.00;100.00;80.00;95.00;90.00;95.00;90.00;100.00;0;0;0;0;0;95.00;90.00;85.00;70.00;80.00;65.00;50.00;55.00;90.00;100.00;0;0;0;0;0;40.650;NULL;45.65
2134;2014SP;190w;;Withdrawn;01/06/2014;100.00;50.00;50.00;0;0;0;0;0;0;0;0;0;0;0;0;90.00;90.00;100.00;0;0;0;0;0;0;0;0;0;0;0;0;9.600;NULL;09.60
2135;2014SP;190w;;;11/22/2013;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;0;0;0;0;0;100.00;80.00;100.00;0;100.00;95.00;100.00;95.00;95.00;100.00;0;0;0;0;0;42.300;NULL;49.30
2136;2014SP;190w;;Dropped;01/06/2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000;NULL;0
2137;2014SP;190w;;;12/02/2013;100.00;100.00;100.00;100.00;100.00;90.00;80.00;100.00;0;0;0;0;0;0;0;90.00;80.00;75.00;95.00;90.00;70.00;45.00;0;0;0;0;0;0;0;0;32.800;NULL;32.80
2138;2014SP;190w;;;11/22/2013;100.00;100.00;0;50.00;80.00;80.00;69.00;90.00;85.00;70.00;0;0;0;0;0;80.00;65.00;0;75.00;75.00;70.00;80.00;85.00;80.00;75.00;80.00;0;0;0;0;30.560;NULL;38.86
2139;2014SP;190w;;;01/06/2014;100.00;100.00;100.00;100.00;100.00;100.00;90.00;100.00;95.00;100.00;0;0;0;0;0;95.00;95.00;90.00;100.00;100.00;95.00;100.00;95.00;90.00;100.00;0;0;0;0;0;45.600;NULL;50.60
2140;2014SP;190w;;;01/06/2014;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;0;0;0;0;0;95.00;100.00;90.00;100.00;100.00;90.00;100.00;95.00;95.00;95.00;95.00;0;0;0;0;46.000;NULL;53.10
2141;2014SP;190w;FED;;11/21/2013;100.00;99.00;50.00;70.00;80.00;80.00;100.00;100.00;95.00;100.00;0;0;0;0;0;75.00;85.00;90.00;85.00;80.00;90.00;80.00;85.00;75.00;80.00;0;0;0;0;0;38.580;NULL;45.18
2142;2014SP;190w;;;01/06/2014;100.00;100.00;90.00;100.00;70.00;80.00;100.00;95.00;0;100.00;0;0;0;0;0;90.00;100.00;90.00;100.00;100.00;95.00;95.00;95.00;95.00;100.00;90.00;0;0;0;0;40.300;NULL;47.10
2143;2014SP;190w;;Dropped;01/14/2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000;NULL;0
2144;2014SP;190w;FED;;11/25/2013;100.00;100.00;100.00;95.00;95.00;95.00;90.00;90.00;80.00;100.00;0;0;0;0;0;75.00;95.00;95.00;100.00;90.00;95.00;95.00;95.00;85.00;95.00;75.00;0;0;0;0;43.150;NULL;49.85
2145;2014SP;190w;;;01/14/2014;100.00;99.00;95.00;100.00;100.00;90.00;80.00;5.00;0;0;0;0;0;0;0;100.00;90.00;95.00;90.00;100.00;90.00;100.00;100.00;0;0;0;0;0;0;0;33.280;NULL;33.28
2146;2014SP;190w;;;01/06/2014;100.00;100.00;100.00;100.00;90.00;100.00;90.00;100.00;95.00;100.00;0;0;0;0;0;90.00;90.00;85.00;90.00;100.00;95.00;90.00;80.00;90.00;85.00;0;0;0;0;0;42.300;NULL;49.00
2147;2014SP;190w;;Withdrawn;12/06/2013;100.00;100.00;95.00;100.00;100.00;100.00;100.00;0;0;0;0;0;0;0;0;90.00;95.00;95.00;90.00;95.00;95.00;100.00;0;0;0;0;0;0;0;0;32.100;NULL;32.10
2148;2014SP;190w;FED;;12/26/2013;100.00;99.00;90.00;95.00;90.00;90.00;100.00;95.00;100.00;100.00;0;0;0;0;0;80.00;90.00;90.00;90.00;85.00;95.00;100.00;100.00;95.00;95.00;90.00;0;0;0;0;44.230;NULL;51.03
2149;2014SP;190w;FED;;11/18/2013;100.00;50.00;0;0;70.00;100.00;100.00;0;0;0;0;0;0;0;0;0;65.00;75.00;85.00;75.00;70.00;70.00;80.00;65.00;0;0;0;0;0;0;23.800;NULL;23.80
2150;2014SP;190w;;;12/19/2013;100.00;100.00;100.00;95.00;60.00;90.00;100.00;95.00;95.00;100.00;0;0;0;0;0;75.00;80.00;80.00;90.00;85.00;80.00;90.00;90.00;85.00;95.00;90.00;0;0;0;0;40.050;NULL;48.75
2151;2014SP;190w;FED;Withdrawn;11/22/2013;100.00;100.00;80.00;0;0;0;0;0;0;0;0;0;0;0;0;0;85.00;75.00;0;0;0;0;0;0;0;0;0;0;0;0;8.800;NULL;08.80
2152;2014SP;190w;;;11/22/2013;100.00;80.00;75.00;100.00;100.00;95.00;100.00;100.00;95.00;100.00;0;0;0;0;0;95.00;90.00;90.00;90.00;100.00;90.00;85.00;95.00;95.00;100.00;90.00;80.00;0;0;0;44.350;NULL;52.75
2153;2014SP;190w;;Withdrawn;12/16/2013;100.00;100.00;5.00;0;0;0;0;0;0;0;0;0;0;0;0;65.00;0;70.00;90.00;0;0;0;0;0;0;0;0;0;0;0;8.600;NULL;08.60
